id,contract_id,secretaria,admin_fee_initial,admin_fee_additions,mandate_pool_initial,mandate_pool_additions,pending_collection
620a49ef-f265-4107-94f8-f9a58dc8ed5d,0aba8da7-79e5-4b9d-bc86-7ba5bed286c3,Secretaria General,0.0,0.0,0.0,0.0,0.0
e9987048-cb0c-4acd-ac83-72f89392f9a0,9b62d476-e634-438e-a906-651b126615e3,Secretaria de Educación,35507576.0,0.0,1183585851.0,0.0,0.0
efd8b930-d376-404c-baa7-15ea4c4d73a0,6cbaacbe-adc3-4489-92e8-92e379a33760,Secretaria de Cultura y turismo,23324621.98,0.0,326675378.0,0.0,0.0
aa940a04-801e-4fa9-82e8-4ea27a8f4982,499a9beb-148a-454c-86d1-2727da349167,Secretaria General,46649243.98,0.0,653350756.0,30000000.0,0.0
6e307752-e4f6-457f-9431-7e378ee748bc,e35c10d9-a45f-4369-9fbd-53c709d96a9f,Secretaria de planeación,6497600.0,0.0,78002400.0,0.0,0.0
7bcf5dbb-ce0e-4cf4-aaed-4127c3753cdf,943a2c84-b2c5-495f-8e15-fb845d6ee2a6,"Alcladia Municipal de Girardot
Instituto Municipal de Turismo Cultura y Fomento de Girardot",21086560.0,0.0,421731194.0,0.0,0.0
a49fdc54-12bb-4b8d-8022-981d420255f7,809ab298-0758-4357-951c-2fe667cceef8,Secretaria de Educación,17685774.94,0.0,212314225.1,0.0,0.0
8377cf2f-0607-4f37-ad94-95f90b2bea8a,97195859-ea8f-489f-b9d2-0f43ff26f45a,Secretaria de Ambiente,19626168.0,6757009.35,280373832.0,41442990.65,0.0
a3322247-46a9-42db-a271-9b5ea6809578,c2e29743-22c4-4409-8ab9-4aa1af5048ef,Instituto Municipal para la Recreación y el Deporte de Soacha,19223668.0,0.0,230776332.0,0.0,0.0
4617f27d-295f-4f5b-ba6a-e10cd0ef017e,b6992bf3-481c-4c2e-8cbb-49146d91eefb,Secretaria de Gobierno,5978859.0,1428571.0,100506167.0,28571429.0,0.0
e673b76f-2e6b-40fe-8c73-041bffaae0af,3ba2cc8d-13c3-46ed-9d85-f86773b7fe6a,Secretaria de Infraestructura,230684021.05,0.0,2769315979.0,0.0,0.0
7d5e6d1b-d18d-4745-85fb-f2d9ebdb59e1,20fb0f40-7399-4438-9fb5-d417c2543d0d,Secretaria General,0.0,0.0,0.0,0.0,0.0
bf73c4b7-0b91-48f9-be33-2bcfa0ceae96,aad6bf36-a0ca-4255-9d84-17deab70f1c1,Secretaria de Infraestructura,3557094768.0,0.0,142283790.0,0.0,0.0
e6d277ae-2a47-4034-a5cc-4fa0cdeec2c6,14163aef-a43c-4199-8cb7-273af7fb50e1,Secretaria de infraestructura,8005850000.0,0.0,640468000.0,0.0,0.0
f6744827-4486-4971-b9d7-f32d2500db55,74394094-4a4c-4a26-aabf-4ff2e688d029,Secretaria de Cultura,3502790823.36,498824775.0,269329382.7,38354607.71,0.0
09424022-11b7-493a-83cc-bb6de84f23ad,85144d13-52b8-4e9f-bd30-7cf3aedb87ba,ALCALDIA MUNICIPAL DE SAN BERNARDO CUNDINAMARCA,319544072.0,0.0,26618021.0,0.0,0.0
bf7dbb75-d04a-4554-a906-8cfcd826bdb1,c42fc4ef-2993-44d6-8911-019ef3997a47,Secretaria de desarrollo Social,78221760.0,0.0,5585037.0,0.0,0.0
4f7a4e3b-6fbd-4be9-88a3-04b40a419906,511a3f7b-43da-498e-81d1-b058ff0ed3ba,Secretaria de Gobierno,356437542.0,0.0,25449640.0,0.0,0.0
8a3b2a18-7cc6-4a0f-9f07-7b90ae10dd3a,b1d58174-46c2-43b7-a643-4fdf8c24c4e8,Alcladia Municipal de Girardot,1262058944.0,0.0,82541221.0,0.0,0.0
2c54a7f5-b941-4b65-987c-7f9e7be76924,7b976bc6-38e1-46ae-896e-03118e8a2ad1,Secretaria de infraestructura,278200000.0,0.0,3477500000.0,0.0,0.0
67d9b105-356d-4a2e-8f1f-725a98a5951e,bd6d486f-68b6-4e24-8136-3962b616b7fc,"SECRETARIA DE CULTURA Y TURISMO 
MARIO ALBERTO FONSECA DIAZ",1392900000.0,0.0,107100000.0,430756000.0,0.0
ed4c6211-65ce-4c87-a740-6c417544a2b8,ea4cdbda-9b42-494f-86b2-c582fba82692,Alcaldia de Girardot,356036200.0,0.0,24922534.0,41629634.0,0.0
6571a7cf-f7c7-440a-b144-eb2d699fe9cf,8d810f86-84e6-403a-b58a-2a5953df0130,Secretaria de planeación,9132075472.0,0.0,547924528.0,0.0,0.0
80f74772-2ad0-4394-a3d7-0dcfcea181c0,1e5f9c0b-04d6-4639-9d2a-bdd5c0b265aa,Secretaria de infraestructura,3738317757.0,32700000.0,261682243.0,467300000.0,0.0
619ca556-cb5f-4083-8c3d-89e1edb8c67b,311a0ee8-6139-4bb7-a379-e97b1a291954,Instituto Municipal para la Recreación y el Deporte de Soacha,282000000.0,0.0,18000000.0,0.0,0.0
78647bba-55a6-4ee9-8f9f-5b0373a38f96,3b7e7935-f41e-4fbc-997b-e2bf8806e93d,Secretaria de infraestructura,508585108.51,0.0,7265501550.0,0.0,0.0
6ace306c-a7e6-4383-a917-66d5bb0ee879,17e80e4e-5b6c-4968-8e6c-5b8159323538,Alcaldia de Soacha,125223897.7,0.0,1753836102.0,0.0,0.0
1e2d1fac-5380-44d3-864d-d539d6610031,cc41991a-f895-4feb-a7b2-dfc41deb4800,Secretaria de Ambiente,33935432.0,0.0,449192901.0,0.0,0.0
c21c832e-e84f-4889-a683-8a5674bd64b5,af880cbb-fe25-41fd-8ef4-3f418128ca73,Secretaria de infraestructura,566037736.0,0.0,9433962264.0,0.0,0.0
d72bbfee-9d54-4a6d-a938-c22363530121,d45887c3-54d9-44f9-822c-928aa7a45f10,Secretaria de Cultura y turismo,35000000000.0,0.0,2100000000.0,0.0,0.0
c8cf5a7e-b48b-4ffe-a524-24ca8aeb0393,6ba88043-7612-411b-8fb3-73e332b6040b,Secretaria de infraestructura,1421100000.0,0.0,23685000000.0,0.0,0.0
4fe1c6ca-69c3-44ab-a60a-4ad1f22522e1,fb4066ac-9f89-48c0-a3c7-854692c3dc95,Secretaria de desarrollo Social,480000000.0,0.0,8000000000.0,0.0,0.0
ecc3c271-8ac9-405a-a31f-d4115451fb6d,e49c0546-7334-4efc-baa5-c35215c3cd41,Instituto Municipal para la Recreación y el Deporte de Soacha,600000000.0,0.0,10000000000.0,0.0,0.0
ca667ec2-0743-4534-95c4-30036b71bde5,73658a25-8663-4ad7-ae70-dc38909f9674,Secretaria de infraestructura,180000000.0,187680000.0,4500000000.0,12000000.0,0.0
c92e4f17-a0fd-411e-813c-b7ccf2fc9c32,2eaee500-b0d4-425f-85d4-0bf0ecd9f7c6,Secretaria de Gobierno,10199972.0,0.0,169999538.0,0.0,0.0
a4385e92-08e5-4a5d-b392-13c2a67fec6a,1205fca0-ae4e-4a33-86d5-5acac99ab8c3,Secretaria de infraestructura,672545527.0,0.0,11209092136.0,0.0,0.0
86fe9980-90ca-4d1b-807b-a5f47f254c86,cf2d180d-fd71-4323-9ee7-8b956da63269,Secretaria de Gobierno,176916792.0,0.0,2771696401.0,0.0,0.0
d90db842-4281-4a8d-973d-bdc7fa5d3414,cb29a7f2-85f8-40ad-8360-8202ab93f5be,Secretaria de infraestructura,20700000.0,0.0,345000000.0,0.0,0.0
4bbce14d-eae6-4b2a-8b8f-7c90d14e89b8,edd06b7e-72e2-4a0a-b823-aded7f370620,Alcaldia de Girardot,162840463.86,0.0,2624998576.0,0.0,0.0
